section,n_articles,mean_headline,mean_body,mean_delta,std_headline,std_body
world,96,-0.10779166666666667,-0.15432291666666667,0.04653125,0.4002306405237299,0.7156495264670105
business,88,-0.041956818181818185,-0.03178636363636363,-0.010170454545454554,0.4177086045843235,0.7252794307613275
technology,88,0.03154886363636364,0.5197113636363636,-0.4881625,0.3499541217860074,0.6022002104222497
